name,code,address,state,off_ph_no,off_ph_no_2,fax_no,email,website,gender,res_type,aff_type,is_icse,is_isc,is_cve,princi_name
St. Paul's Academy,BI012,"M / 6, Shree Krishna Nagar Patna-800 001",BIHAR,06122531875,06122520640,,Paraglahiri@gmail.com,bi012cisce.org,Co-ed.,Day,Permanent,True,True,False,A. K. Rai
Gems English School,BI013,Dehri-On-Sone Rohtas-821 307,BIHAR,06184234112,06184234134,06184234042,staff@bi013cisce.org,bi013cisce.org,Co-ed.,Day,Permanent,True,True,False,F. Daniel Johnson
St. John's High School,BI014,East Boring Canal Road Patna-800 001,BIHAR,06122522813,,,sjspatna1@rediffmail.com,bi014cisce.org,Co-ed.,Day,Provisional,True,True,False,A. K. Chauhan
International School,BI015,Boring Patliputra Road Alpana Market Patna-800 013,BIHAR,06122263577,,06122271406,ispatna@gmail.com,bi015cisce.org,Co-ed.,Day,Permanent,True,True,False,F. Hasan
Lohia Nagar Mount Carmel High School,BI016,"A / 14, Kankarbagh Colony Patna-800 020",BIHAR,06122352033,,06122361443,lohianagarsmail@rediffmail.com,bi016cisce.org,Co-ed.,Day,Provisional,True,True,False,Minu Singh
St. Albert's High School,BI017,Patel Nagar Patel Nagar Patna-800 023,BIHAR,06123206597,06122281145,06122283831,albert-school-patelnagar@yahoo.com,bi017cisce.org,Co-ed.,Day,Permanent,True,False,False,Teresa David
Christ Church High School,BI018,Congress Maidan Kadam Kuan Patna-800 003,BIHAR,06122687822,09709385206,,cchs.kadamkuan@gmail.com,bi018cisce.org,Co-ed.,Day,Provisional,True,False,False,John Johanan
St. Teresa's School,BI020,"Aliganj, Near A.i.r. Transmission Khiriband P. O. Bhagalpur-821 005",BIHAR,06412900359,,06412300022,teresiansbgp@gmail.com,bi020cisce.org,Co-ed.,Day,Permanent,True,False,False,Amrita Thomas
St. Joseph's School,BI021,Pakartalla Kahalgaon Bhagalpur-813 203,BIHAR,06429222410,,06429224488,head@bi021cisce.org,bi021cisce.org,Co-ed.,Day,Permanent,True,False,False,Augustine M. Pereira
St. M.G. Public School,BI022,Mithapur Kannu Lal Road Patna-800 001,BIHAR,06122232767,,06122531607,head@BI022cisce.org,bi022cisce.org,Co-ed.,Day,Provisional,True,False,False,Anubha Arya
Jesus And Mary Academy,BI023,Hajiganj Kaimashikoh Patna-800 008,BIHAR,06122617128,,06122617128,jesusandmarypatna@gmail.com,bi023cisce.org,Co-ed.,Day,Permanent,True,True,False,Pushpa Patrick
St. Xavier's High School,BI024,West Gandhi Maidan Gandhi Maidan Marg Patna-800 001,BIHAR,06122219563,,06122219903,head@bi024cisce.org,bi024cisce.org,Co-ed.,Day,Permanent,True,True,False,Jacob Oa
Carmel High School,BI025,Bailey Road Bailey Road Patna-800 001,BIHAR,06122231304,,06122531304,pat_chs@rediffmail.com,bi025cisce.org,Girls,Day,Permanent,True,True,False,M. Serena A.c.
Madonna English School,BI026,Alalpatti - P.o. D.m.c. Darbhanga-846 003,BIHAR,06272247279,7260891403,0000000000,head@bi026cisce.org,bi026cisce.org,Co-ed.,Day,Provisional,True,False,False,S Avila Therese
Red Carpet High School,BI027,Road No. 2 - A Rajendra Nagar Patna-800 016,BIHAR,06122687795,,,principal.rchs@gmail.com,bi027cisce.org,Co-ed.,Day,Provisional,True,False,False,Nandita Chatterjee
St. Joseph's School,BI028,Jhajha Jhajha Jamui-811 308,BIHAR,06349223258,06349223888,06349223888,stjosephjhajha@gmail.com,bi028cisce.org,Co-ed.,Day,Permanent,True,False,False,Maskarnas Sagayaraj
St. Paul's School,BI029,Karngarh C.T.S. Road Nathnagar Bhagalpur-812 004,BIHAR,07250077877,7280082713,,head@bi029cisce.org,bi029cisce.org,Co-ed.,Day,Permanent,True,False,False,Basil Michael Quadros
St. Joseph's School,BI030,Jagatpur Jagatpur Banka-813 102,BIHAR,8757981648,9523073009,,head@bi030cisce.org,bi030cisce.org,Co-ed.,Day,Permanent,True,False,False,Bravinth Sherif
Holy Family School,BI031,Bansitiker P.O. Bishanpur Jichho Bhagalpur-813 210,BIHAR,09939046669,08294205840,06412452122,hfsbgp@gmail.com,bi031cisce.org,Co-ed.,Day,Permanent,True,False,False,Savidha John
St. Joseph's Convent High School,BI032,Jethuli Patna-803 201,BIHAR,08002795844,06122440998,,head@bi032cisce.org,bi032cisce.org,Girls,Day,Permanent,True,False,False,Karuna C.j.
St. Joseph's School,BI033,Mahisouri Chowk Sikandra Road Jamui-811 307,BIHAR,06345222384,8294521117,,bi033@gmail.com,bi033cisce.org,Co-ed.,Day,Permanent,True,False,False,Valson George
The Bishop's Heritage School  ,BI034,"P.O. & Village - Anandpur, Beside Homeguard Camp, Patna-801 103",BIHAR,09771139325,7541860508,,bhsbihta@gmail.com,bi034cisce.org,Co-ed.,Day,Provisional,True,False,False,Raymond Bryan Barnes
Ld Don Bosco School,BI035,Swami Vivekanand Path Opp Town Hall Manik Sarkar Bhagalpur-812001,BIHAR,07091099018,07091099019,06412301631,dbsdhagalpur@rediff.com,bi035cisce.org,Co-ed.,Day,Provisional,True,False,False,Man Mohan Jha
Don Bosco School,BI036,Mahant Nagar Katihar-854 105,BIHAR,06452231046,,03323292224,donboscokatihar@gmail.com,bi036cisce.org,Co-ed.,Day,Provisional,True,False,False,Tomy Mathew Kunnakatt
Carmel School,BI037,Churamanpur Village Buxar-802 116,BIHAR,+917783081553,,,carmbxrsch@gmail.com,bi037cisce.org,Co-ed.,Day,Provisional,True,False,False,Sharel A C
The Kirk View School,BI038,Church Road South Gandhi Maidan Gaya-823001,BIHAR,06312220278,,06312220988,prabuddha@tkvs.org,bi038cisce.org,Co-ed.,Day,Provisional,True,False,False,Sanghamitra Mustafi
Rajkumar College,CG001,G.e.road G.E. Road Raipur-492 013,CHATTISGARH,07714701051,07714701067,,head@cg001cisce.org,cg001cisce.org,Co-ed.,D/R,Provisional,True,True,False,Col. Avinash Singh
Salem English School,CG002,P.O. Box No. 46 Raipur-492 001,CHATTISGARH,07712234249,,07712234249,salemenglishschool@sesraipur.com,cg002cisce.org,Co-ed.,Day,Permanent,True,True,False,V. K. Singh
Carmel Convent Senior Secondary School,CG004,Raigarh-496 001,CHATTISGARH,07762232210,07762232263,,carmelraigarh@gmail.com,cg004cisce.org,Co-ed.,Day,Permanent,True,True,False,Aruna
St. Xavier's High School,CG005,Near Avanti Vihar Colony Labhandi P.O. Ravigram Raipur-492 006,CHATTISGARH,07716458525,07716458526,,xaviers.raipur@ryangroup.org,cg005cisce.org,Co-ed.,Day,Permanent,True,True,False,Dilsheed Manchanda
St. Xavier's Senior Secondary School,CG006,Civil Court Road Dhamtari-493 773,CHATTISGARH,07722237099,07722235280,,xaviers.dhamtari@ryangroup.org,cg006cisce.org,Co-ed.,Day,Provisional,True,True,False,Neeta Netam
St. Xavier's High School,CG007,Borsi - Dhanora Road P.O. Haunoda Durg-491 001,CHATTISGARH,07886450577,07882410746,07882344299,sxhsicsedurg@gmail.com,cg007cisce.org,Co-ed.,Day,Permanent,True,True,False,Poulose M. O.
Royal Kids' Convent,CG008,Lalbagh G.E. Road Rajnandgaon-491 441,CHATTISGARH,07744220612,07744401899,07744220611,rkcrjn008@gmail.com,cg008cisce.org,Co-ed.,Day,Permanent,True,True,False,Ruby Sen
Prakash Vidyalaya,CG009,Kirandul Bailadila South Bastar-Dantewada-494 556,CHATTISGARH,07857255969,,07857255166,prakashvidyalayakdl@yahoo.com,cg009cisce.org,Co-ed.,Day,Permanent,True,True,False,Paul Joseph Thymootil
Carmel Convent English Medium High School,CG010,Bishrampur Post Office Bishrampur Surajpur-497 226,CHATTISGARH,07775264381,,07775264381,head@cg010cisce.org,cg010cisce.org,Co-ed.,Day,Permanent,True,True,False,Sheeba Csst
The Radiant Way School,CG011,Behind Pt. Ravi Shanker Shukla University Raipur-492 010,CHATTISGARH,7712263566,7712263511,07712236555,admin@radiantwayschool.com,cg011cisce.org,Co-ed.,Day,Provisional,True,True,False,Bhavna Dube
St. Xavier's High School,CG012,"Chandni Chowk, Saheed Park Road Jagadalpur Bastar-494 001",CHATTISGARH,07782231166,07782223340,07782231166,head@cg012cisce.org,cg012cisce.org,Co-ed.,Day,Permanent,True,True,False,Balbir Kaur
Prakash Vidyalaya,CG016,Bacheli Bacheli South Bastar-Dantewada-494 553,CHATTISGARH,07857230248,,,principalpvbacheli@rediffmail.com,cg016cisce.org,Co-ed.,Day,Permanent,True,False,False,Jolly John
Carmel Public School,CG017,Tulsi Tilda Raipur-493 114,CHATTISGARH,07721237459,09424211994,,head@cg017cisce.org,cg017cisce.org,Co-ed.,Day,Permanent,True,False,False,Claramma George
Sacred Heart High School,CG018,Baloda Bazar Raipur-493 332,CHATTISGARH,7770937941,,,sacred_heartsbb@yahoo.com,cg018cisce.org,Co-ed.,Day,Permanent,True,False,False,Valsamman Francis
Nirmal Niketan School,CG019,Karli Dantewada South Bastar-Dantewada-494 449,CHATTISGARH,9893839991,07856202205,,nnskarlid@gmail.com,cg019cisce.org,Co-ed.,Day,Permanent,True,False,False,Boby Joseph
M.S.B. Educational Institute,CG020,Opp. Dr. Virdi C. T. Scan M. G. Road Raipur-492 001,CHATTISGARH,07712233986,,,fatemaraipur@gmail.com,cg020cisce.org,Co-ed.,Day,Provisional,True,False,False,Fatema Yousuf
"ST. ANNE'S ENGLISH MEDIUM SCHOOL, BANJARI",CG021,BHAKHARA ROAD VILL- BANJARI Dhamtari-493663,CHATTISGARH,07745969038,07705201007,07705223086,st.annes.banjari@gmail.com,cg021cisce.org,Co-ed.,,Provisional,True,False,False,Sr. Rosa K.v. Jancy Varghese
St. Xavier's Senior Secondary School,CH004,Sector 44 - C Chandigarh-160 047,CHANDIGARH,01722601706,01722607079,01722668484,stxaviers44c@gmail.com,ch004cisce.org,Co-ed.,D/R,Permanent,True,True,False,Mervin West
St. Stephen's School,CH005,Sector 45 - B Chandigarh-160 047,CHANDIGARH,01722605767,01722664547,,stephens45chd@gmail.com,ch005cisce.org,Co-ed.,D/R,Permanent,True,True,False,Louis Lopez
Tender Heart School,CH007,Opp. H.No. 670 Sector 33 - B Chandigarh-160 020,CHANDIGARH,01722607524,01722609622,01722609622,tender_heartin@yahoo.com,ch007cisce.org,Co-ed.,Day,Permanent,True,False,False,Vikrant Suri
Strawberry Fields High School,CH008,Sector 26 Chandigarh-160 019,CHANDIGARH,01722795903,01722795904,01722795603,head@ch008cisce.org,ch008cisce.org,Co-ed.,Day,Permanent,True,True,False,Sangeeta Sekhon
The Frank Anthony Public School,DE001,Lajpat Nagar IV South Delhi-110 024,DELHI,01126435996,01126293128,01126451553,mail@fapsnewdelhi.net,de001cisce.org,Co-ed.,Day,Permanent,True,True,False,Stephen Dacosta
Swami Hariharanand Public School,DE004,Yamuna Bazar North Delhi-110 006,DELHI,01123861517,01123864780,23864780,shps.delhi@gmail.com,de004cisce.org,Co-ed.,Day,Permanent,True,False,False,Sushma Attri
Don Bosco Technical Institute,DE005,Okhla Road South Delhi-110 025,DELHI,01126910729,01126839864,,,de005cisce.org,Co-ed.,D/R,Provisional,False,False,True,Noble George
Gems Modern Academy,DU001,P. O. Box No. 53663 Dubai (U.A.E.) NA-0000,DUBAI,0097143263339,0097144581136,0097143263402,Info_mhs@gemsedu.com,du001cisce.org,Co-ed.,Day,Permanent,True,True,False,Nargish Hoshedar Khambatta
J.S.S. International School,DU002,"P. O. Box No. 37232 671-1431, Al Barsha South Dubai (U.A.E.) NA-0000",DUBAI,+97143256886,+971503592028,+97143256889,principal@jssisdubai.com,du002cisce.org,Co-ed.,Day,Provisional,True,True,False,James Richard
Ambassador School,DU003,Street No. 41 A Mankhool Dubai (U.A.E.) NA-126924,DUBAI,+97143983535,+971552584849,+97143983343,hodcommerce@ambassadorschool.com,du003cisce.org,Co-ed.,Day,Permanent,True,True,False,Sheela Menon
Manovikas English Medium School,GO001,"Sonsoddo, Gogol Fatorda Margao South Goa-403 602",GOA,08322759696,08975763864,,head@go001cisce.org,go001cisce.org,Co-ed.,Day,Permanent,True,True,False,Srabonee Thakar
Sharada Mandir School,GO002,Miramar Panaji North Goa-403 001,GOA,08322463401,08322463405,08322463405,head@go002cisce.org,go002cisce.org,Co-ed.,Day,Permanent,True,True,False,Sharmila Umesh
Mater Dei Institution,GO003,Sali Gao Bardez South Goa-403 511,GOA,08322278381,,,materdeiedntl@yahoo.co.in,go003cisce.org,Co-ed.,Day,Permanent,True,False,False,Cleta H. Lobo
St. Andrew's School,GO005,Behind St. Andrew's Church Vasco-da-Gama South Goa-403802,GOA,08322501050,,,standrewsschoolvasco@gmail.com,go005cisce.org,Co-ed.,Day,Provisional,True,False,False,Victoria D Lima
S.D.A. Higher Secondary School,GU001,132 Ft. Ring Road Haripura Maninagar East Ahmedabad-380 008,GUJARAT,07925861452,07925858377,07925858377,sdahss@gmail.com,gu001cisce.org,Co-ed.,Day,Provisional,True,True,False,G. Immanuel
Metas Mcd School Of Seventh-day Adventists,GU002,Post Box No. 24 Athwa Lines Surat-395 001,GUJARAT,02613047208,02613047207,02612668686,head@gu002cisce.org,gu002cisce.org,Co-ed.,Day,Provisional,True,True,False,Srikakolli Eliah
S.N. Kansagra School,GU003,University Road Rajkot-360 005,GUJARAT,02812588390,02812588391,,head@gu003cisce.org,gu003cisce.org,Co-ed.,Day,Permanent,True,True,False,Kiran Bhalodia
Queen Of Angels' Convent Higher Secondary School,GU004,At & P.o. Vadadla Bharuch-392 015,GUJARAT,02642230837,02642232989,,qacs_2010@yahoo.com,gu004cisce.org,Co-ed.,Day,Permanent,True,True,False,Mary Vallado
Atul Vidyalaya,GU005,At & P.o. Atul Atul Valsad-396 020,GUJARAT,02632233317,,,atul_vidya@yahoo.com,gu005cisce.org,Co-ed.,Day,Permanent,True,True,False,Kirtida Desai
Seventh-Day Adventist Higher Secondary School,GU006,Shyamnagar 3 Vijalpur Navsari-396 450,GUJARAT,02637645621,02637283445,,sdanavsari@gmail.com,gu006cisce.org,Co-ed.,Day,Permanent,True,True,False,Santosh Arsud
Eklavya School,GU007,Village Sanathal P.o. Sarkhej Ahmedabad-382 210,GUJARAT,+918000424427,07926466416,,head@gu007cisce.org,gu007cisce.org,Co-ed.,Day,Permanent,True,True,False,Rajal Chakrabarty
Anand Niketan,GU008,Thaltej - Shilaj Road Nr. Ambli Rly. Crossing Shilaj Ahmedabad-380 058,GUJARAT,09737047631,09737047647,,anshilaj@anandniketan.org,gu008cisce.org,Co-ed.,Day,Permanent,True,True,False,Falguni Trivedi
M.S.B. Educational Institute,GU009,At & Post Lilisra Taluk Godhra Lilisra Panchmahals-389 001,GUJARAT,02672240638,02672243114,,msbgodhra@gmail.com,gu009cisce.org,Co-ed.,Day,Provisional,True,False,False,Mohammad Alivara
Seventh Day Adventist High School,GU010,Tichakpura Vyara Surat-394 650,GUJARAT,08980029151,02626223903,02626293101,metasadventistvyara@rediffmail.com,gu010cisce.org,Co-ed.,,Permanent,True,True,False,Ravi Kumar Peteti
Amarjyoti Saraswati International School,GU011,. Kalvibid Bhavnagar-364 002,GUJARAT,02782566711,02782569250,02782570643,head@gu011cisce.org,gu011cisce.org,Co-ed.,Day,Permanent,True,True,False,Rajendrasinh Natvarsinh Gohil
Ryan International School,GU012,B/H Dumas Resort Rundh Magdalla Village Dumas Road Surat-395 007,GUJARAT,9033006490,9033006492,02616596091,ris.dumas@ryangroup.org,gu012cisce.org,Co-ed.,Day,Provisional,True,True,False,Sandhya Shaji
S.g.v.p. International School,GU013,Sarkhej - Gandhinagar Highway Chharodi Ahmedabad-382 481,GUJARAT,02717242138,02717242139,02717242137,head@gu013cisce.org,gu013cisce.org,Boys,D/R,Permanent,True,True,False,Sunita Singh
Zydus School For Excellence,GU014,Near Alka Park Bus Stop Vejalpur Ahmedabad-380 058,GUJARAT,07926828294,07926826799,07926828294,alka.murthy@zydusschool.org,gu014cisce.org,Co-ed.,Day,Permanent,True,True,False,Alka Murthy
J.G. International School,GU015,Thaltej Opp. Gulab Tower Ahmedabad-380 061,GUJARAT,07927499315,07927492315,,principal@jgcampusindia.com,gu015cisce.org,Co-ed.,Day,Permanent,True,True,False,Kavita Sharma
Nalanda International School,GU016,Sevasi - Mahapura Road Vadodara-391 101,GUJARAT,02656533855,02652340795,02652342657,Shoba@nalandaschool.org,gu016cisce.org,Co-ed.,Day,Permanent,True,True,False,Shoba Menon
Al Madrasa-Tus-Saifiya-Tul-Burhaniah,GU017,Mohammadi Baug Opp. Railway Station Junction Road Rajkot-360 001,GUJARAT,02812446461,02812442985,02812446461,msbrajkot@yahoo.com,gu017cisce.org,Co-ed.,Day,Provisional,True,False,False,Mayur Patadia
Smt. S.M. Vaghasia English Medium School,GU018,Chakkargadh Road Amreli-365 601,GUJARAT,027922323216,,02792232327,info@amrelisankul.org,gu018cisce.org,Co-ed.,D/R,Permanent,True,False,False,Lawrance Alick Xavier
Lalji Mehrotra Lions School,GU019,"At. Ognaj, Nr. Lions Eye Hospital Off. Sarkhej-Gandhinagar Highway Ahmedabad-380 060",GUJARAT,02717244201,02717244204,02717244204,head@gu019cisce.org,gu019cisce.org,Co-ed.,Day,Permanent,True,True,False,Ranjana Mandan
S.N.V. International School,GU020,Nadiad -Uttarsanda -Bhumel Road Nadiad Kheda-387370,GUJARAT,02682587270,02682587280,02682587281,studysnv@gmail.com,gu020cisce.org,Co-ed.,Day,Provisional,True,True,False,G. Thirumenalasivan
Anand Niketan,GU021,B/h Fun Republic S.g. Highway Satellite Ahmedabad-380 015,GUJARAT,9737047601,,07940321752,baljit.kaur@anandniketan.org,gu021cisce.org,Co-ed.,Day,Permanent,True,True,False,Baljit Kaur
The New Tulip International School,GU022,Sterling City Bopal Ahmedabad-380 058,GUJARAT,02717329210,,02717231959,info@thetulipschool.com,gu022cisce.org,Co-ed.,Day,Provisional,True,False,False,Y. Indira
Ryan International School,GU023,"Nh - 6, Tapti Railway Crossing Block No. 282, Village Kareli Taluka Palsana Surat-394 310",GUJARAT,02622651376,02622651576,02622262639,risbardoli@yahoo.com,gu023cisce.org,Co-ed.,Day,Permanent,True,False,False,Monica Kukreja
Saint Paul's School,GU024,P.b. No. 1519 Saurashtra University P.o. Rajkot-360 005,GUJARAT,02812587759,9427495824,02812587759,head@gu024cisce.org,gu024cisce.org,Co-ed.,Day,Permanent,True,True,False,James Francis
Billabong High International School,GU025,Vadsar Kalali Ring Road Opp. B.P. Petrol Pump Near Royal Acres Vadodara-390 010,GUJARAT,02652630800,02652633398,02652630800,info.baroda@billabonghigh.com,gu025cisce.org,Co-ed.,Day,Permanent,True,True,False,Priti Shrimal
Divine International School,GU027,Nikol-naroda Road Near Shukan Bungalows Nikol Ahmedabad-382 350,GUJARAT,07965212362,09879208500,,head@gu027cisce.org,gu027cisce.org,Co-ed.,Day,Permanent,True,False,False,Anshu R Varma
Swaminarayan Dham International School,GU028,Dholakuva Road P.o. Indroda Gandhinagar-382 009,GUJARAT,07923213299,07923213954,07923213055,admin@sdis.edu.in,gu028cisce.org,Co-ed.,Day,Permanent,True,True,False,Arparna Agad Seth
Vibgyor High,GU029,"Opp. Banco Products, Padra Road Behind Bhayali Railway Station Vadodara-391 410",GUJARAT,02652680606,02653247479,02652680606,principal.vadodara30@vibgyorhigh.com,gu029cisce.org,Co-ed.,Day,Provisional,True,False,False,Dilip George
Vapi Public School,GU030,"Survey No. 574/1 Vatar Main Road, Vatar Vapi Valsad-396 191",GUJARAT,+919687632690,,,head@gu030cisce.org,gu030cisce.org,Co-ed.,Day,Permanent,True,True,False,Alpa Kotadia
Madhav International School,GU031,Pranaminagar Vastral Ahmedabad-382418,GUJARAT,07929292753,9825029149,,head@gu031cisce.org,gu031cisce.org,Co-ed.,Day,Provisional,True,False,False,Vinod Kameswararoa Kandikatla
Mother Teresa World School,GU032,"663, Vadsar Near Air Force Station Gandhinagar-382721",GUJARAT,02764650101,02764650202,,enquiry.mtws@motherteresaschools.in,gu032cisce.org,Co-ed.,,Provisional,True,False,False,Raji Dennis
Angel English Medium School,GU033,"Plot No, 97, Tadkuwa Village Vyara Vyara Surat-394650",GUJARAT,,,,angelschoolvyara@gmail.com,gu033cisce.org,Co-ed.,Day,Provisional,True,False,False,Jasmine Stalin
Redbricks School,GU034,Block No.1385 &1386 Near Narmada Canal Gandhinagar-382721,GUJARAT,+919825022339,07926925625,07966309334,head@gu034cisce.org,gu034cisce.org,Co-ed.,Day,Provisional,True,False,False,Hiren Parikh
S. B. Sharma World School,GU035,"Behind M. P. Shah Old Age Home On Road, Opposite To Jain Derasar Jamnagar-361006",GUJARAT,+919375122123,,,head@gu035cisce.org,gu035cisce.org,Co-ed.,Day,Provisional,True,False,False,Pooja Sharma
Shemford Futuristic School,GU036,"Vidyagram , R.h.patel Technical Campus Anand-388 560",GUJARAT,02692245099,,02692245099,sanskrutiect@gmail.com,gu036cisce.org,Co-ed.,Day,Provisional,True,False,False,Moumita A Chakraborty
Dr. Vijaypat Singhania School,GU037,Next To Raymond Company N. H. No: 8 Valsad-396125,GUJARAT,+919099093581,,02606611700,head@gu037cisce.org,gu037cisce.org,Co-ed.,Day,Provisional,True,False,False,Ravinder Grewal
Jamnabai Narsee School,GU038,"Block 40, Building No 40 A, Zone - 4, Road 4A Gandhinagar-382355",GUJARAT,9879338000,07971001701,07971001701,principal.gift@jns.ac.in,gu038cisce.org,Co-ed.,Day,Provisional,True,False,False,Anupama Anil Singh
St. Paul's High School,HA001,"111, Model Town Ambala City Ambala-134 003",HARYANA,01712520552,01712520032,01712520032,paulite111@gmail.com,ha001cisce.org,Co-ed.,Day,Permanent,True,False,False,W. V. Charles
St. Thomas Higher Secondary School,HA002,. Jagadhri Yamunanagar-135 003,HARYANA,01732247574,,,schoolthomas_1965@rediffmail.com,ha002cisce.org,Co-ed.,Day,Permanent,True,True,False,Chandana Lall
Bell Toll Public School,HA003,Industrial Area G. T. Road Ambala City Ambala-134 002,HARYANA,01712540703,01712441064,,head@ha003cisce.org,ha003cisce.org,Co-ed.,Day,Permanent,True,False,False,Harbani Kaur Partal
St. Joseph's High School,HA004,. Mandi Dabwali Sirsa-125 104,HARYANA,01668226844,,,head@ha004cisce.org,ha004cisce.org,Co-ed.,Day,Permanent,True,False,False,Jerry Paul Lobo
