name,state,city,address,city_location,latitude,longitude
JAIPUR INTERNATIONAL PUBLIC SCHOOL,RAJASTHAN,AJMER,"KANTI CHANDRA ROAD, BANIPARK, JAIPUR","(26.4499, 74.6399)",26.476373,74.562922
ST. PETERS HIGH SCHOOL,TELANGANA,CHENNAI,"SY.NO. 623, ADJ. TO ST. PETERS ENGNEERING COLLEGE, MAISAMMAGUDA, DHULLAPALLY POST, MEDCHAL MANDAL, RANGAREDDY DIST. A.P","(13.0825, 80.275)",13.113386,80.360352
GOVT. SECONDARY SCHOOL,ANDAMAN & NICOBAR,CHENNAI,"KUITASUKH, CHOWRA, ISLAND, NANCOWRY, A & N ISLAND","(13.0825, 80.275)",13.072389,80.184324
G.D.PUBLIC SCHOOL,UTTAR PRADESH,DEHRADUN,"IGLAS ROAD , KHAIR ALIGARH UP","(30.345, 78.029)",30.345623,78.070651
DOON WORLD SCHOOL,UTTARAKHAND,DEHRADUN,"RAKSHA VIHAR, BEHIND AANCHAL DAIRY,NEAR SAHASTRADHARA CROSSING","(30.345, 78.029)",30.438381,77.955508
RAMANA VIDYALAYA,TAMILNADU,CHENNAI,"371,MGR STREET , SHOLINGANALLUR, CHENNAI600119","(13.0825, 80.275)",13.119955,80.310313
"SMT.KUNANI BOLA MEMORIAL PUBLIC SCHOOL, MANDELLA",RAJASTHAN,AJMER,"V.P.O.- MANDRELLA, TEHSIL - CHIRAWA, DISTT. - JHUJHUNU 333025","(26.4499, 74.6399)",26.458703,74.731128
K.L.E. SOCIETY'S ENGLISH MEDIUM SCHOOL,KARNATAKA,CHENNAI,"MANJUNATHNAGAR, GOKUL ROAD, HULBI-30","(13.0825, 80.275)",13.015858,80.268314
HOLY CHILD ENGLISH SCHOOL,ASSAM,GUWAHATI,GOPALPUR JAMUGURIHAT PUB BORBHAGIA SONITPUR ASSAM,"(26.1722, 91.7458)",26.255001,91.750792
SHANTI PUBLIC SCHOOL,UTTAR PRADESH,DEHRADUN,"VILL.-KURALI, BAGHPAT ROAD","(30.345, 78.029)",30.366782,77.952617
"MISS HILL SCHOOL, GWALIOR",MADHYA PRADESH,AJMER,"LAXMI BAI COLONY,PADAV","(26.4499, 74.6399)",26.508932,74.591246
D.A.V. PUBLIC SCHOOL,CHATTISGARH,BHUBANESWAR,"S.E.C.L.JHILIMILI, PANDAVPARA, BAIKUNTHPUR, DIST.KORIYA, C.G","(20.27, 85.84)",20.240895,85.785126
CRESCENT PUBLIC SCHOOL,DELHI,DELHI,D BLOCK SARASWATI VIHAR  PITAMPURA DELHI,"(28.61, 77.23)",28.542203,77.152234
NARMADA DEVI SINGHANIA INTERNATIONAL SCHOOL,RAJASTHAN,AJMER,PACHERI BARI DISTT JHUNJHUNU RAJASTHAN,"(26.4499, 74.6399)",26.377934,74.621476
GONDIA PUBLIC SCHOOL,MAHARASHTRA,CHENNAI,"GONDIA KHURD, RIVER ROAD, DISTT GONDIA,  MAHARASHTRA","(13.0825, 80.275)",13.025621,80.354197
SREE SANKARA VIDYALAYAM ENGLISH MEDIUM SCHOOL,KERALA,TRIVANDRUM,EAST GATE VAIKOM KOTTAYAM DISTT KERALA,"(8.5241, 76.9366)",8.562184,76.899514
BUDS INTERNATIONAL SCHOOL,MAHARASHTRA,CHENNAI,"1031 NEWALE VASTI, AT POST- CHIKHALI, TAL- HAVELI, DIST. PUNE","(13.0825, 80.275)",13.10593,80.320216
SANGANABASAVA SHISHUNIKETAN SCHOOL,KARNATAKA,CHENNAI,"N.H.13, SOLAPUR BYPASS ROAD, BEHIND SANSKRUTI COLONY, BIJAPUR","(13.0825, 80.275)",13.056905,80.276139
LITTLE FOLKS GURUKULUM,UTTAR PRADESH,ALLAHABAD,"VILL-BHUPAULI, SAKALDIHA","(25.4358, 81.8463)",25.393962,81.787001
KIRAN PUBLIC SCHOOL,JHARKHAND,PATNA,"KOLDIHA,GIRIDIH","(25.6, 85.1)",25.54899,85.077204
C R SAINI PUBLIC SCHOOL,DELHI,DELHI,"E-BLOCK, LAXMI PARK, SAINI VIHAR, NANGLOI, DISTT WEST DELHI, DELHI-41","(28.61, 77.23)",28.688843,77.247031
SWAMI SHRADHANAND DAV CENTENARY PUBLIC SCHOOL,JHARKHAND,PATNA,KHUNTI RANCHI JHARKHAND,"(25.6, 85.1)",25.558454,85.088908
CHAMELI DEVI PUBLIC SCHOOL,MADHYA PRADESH,AJMER,TEJPUR  GADBADI KESAR BAGH ROAD INDORE MADHYA PRADESH,"(26.4499, 74.6399)",26.473943,74.615936
GOVT. S.A.S. ADARSH SEC SCHOOL,PUNJAB,PANCHKULA,"PACCA, FARIDKOT-151203 (PUNJAB)","(30.74, 76.8)",30.772562,76.719432
SIR SYED ENGLISH SCHOOL,KERALA,TRIVANDRUM,PUTHUMANASSERY PAVARATTY POST  THRISSUR DIST DISTT. TRICHUR KERALA,"(8.5241, 76.9366)",8.426607,77.003454
WONDERLAND HIGH SCHOOL,MAHARASHTRA,CHENNAI,BOKHARA ROAD OPP KORADI NAKA NAGPUR MAHARASHTRA,"(13.0825, 80.275)",13.039659,80.187913
GOVT SEC SCHOOL,ARUNACHAL PRADESH,GUWAHATI,YANMAN DT- CHANGLANG ARUNACHAL PRADESH,"(26.1722, 91.7458)",26.077445,91.822222
GOVT. BOYS SR SEC SCHOOL,DELHI,DELHI,"SHAHBAD, DAULATPUR, DELHI","(28.61, 77.23)",28.527877,77.168532
RASHTRA SHAKTI VIDYALAYA,DELHI,DELHI,HASTSAL (GANDHI NIDHI) NEAR UTTAM NAGAR NEW DELHI,"(28.61, 77.23)",28.656564,77.176632
LORD KRISHNA PUBLIC SCHOOL,UTTAR PRADESH,ALLAHABAD,MATHURA ROAD,"(25.4358, 81.8463)",25.505827,81.922384
"JAIHIND SCHOOL, UDGIR",MAHARASHTRA,CHENNAI,"SURVEY NO. 184, BODHAN NAGAR, JALKOT ROAD, LATUR, MAHARASHTRA","(13.0825, 80.275)",13.118732,80.229916
INDIRA GANDHI PUBLIC SCHOOL,KERALA,TRIVANDRUM,MAMBARAM THALASSERY KANNUR DISTT KERALA,"(8.5241, 76.9366)",8.552046,76.876181
S B DARUR MEMORIAL ENGLISH MEDIUM SCHOOL HARUGERI,KARNATAKA,CHENNAI,AP HARUGERI,"(13.0825, 80.275)",13.060918,80.282489
GOVT. ADARSH SEC. SCHOOL,PUNJAB,PANCHKULA,BALER KHURD,"(30.74, 76.8)",30.786609,76.708803
HOLY INTERNATIONAL SCHOOL,DELHI,DELHI,"OM VIHAR, PHASE-V, HASTSAL NAWADA ROAD, UTTAM NAGAR","(28.61, 77.23)",28.637154,77.202071
SKY PUBLIC SCHOOL,UTTAR PRADESH,ALLAHABAD,"GAURI-BIJNORE ROAD , NATKUR ,POST CHANDRAWAL LUCKNOW","(25.4358, 81.8463)",25.394793,81.779053
PANTOCRATOR ACADEMY,BIHAR,PATNA,"TURKI, CHHAJAN ROAD, KUDHANI","(25.6, 85.1)",25.685341,85.074894
RUNGTA PUBLIC SCHOOL,CHATTISGARH,BHUBANESWAR,"KOHKA ROAD, KURUD, BHILAI","(20.27, 85.84)",20.234351,85.895862
BHARTI VIDHYA MANDIR INTERNATIONAL SCHOOL,MADHYA PRADESH,AJMER,SEHORE ROAD NASRULLAGANJ,"(26.4499, 74.6399)",26.421089,74.558446
GURU HARKRISHAN PUBLIC SCHOOL,RAJASTHAN,AJMER,11 P.S. RAISINGH NAGAR DISTT SRIGANGANAGAR RAJASTHAN,"(26.4499, 74.6399)",26.541292,74.677612
EBENEZER HIGH SCHOOL,TRIPURA,GUWAHATI,TWIPHUMA PO- SAKBARI PS- MANU BAZAR,"(26.1722, 91.7458)",26.17659,91.831505
CENTRE POINT SCHOOL,MAHARASHTRA,CHENNAI,"KATOL ROAD, DISTT NAGPUR, MAHARASHTRA","(13.0825, 80.275)",13.17406,80.287414
IDEAL ENGLISH SCHOOL,KERALA,TRIVANDRUM,SEHAGIRI SULTHAN BATHERY WAYANAD DISTT  KERALA,"(8.5241, 76.9366)",8.59017,76.93973
GOVT. BOYS SR. SEC. SCHOOL,DELHI,DELHI,LALITA PARK (RAMESH PARK) DELHI-110092,"(28.61, 77.23)",28.539142,77.224307
GOVT GIRLS HIGHER SEC SCHOOL,CHATTISGARH,BHUBANESWAR,CHOUBEY COLONY RAIPUR CHHATTISGARH,"(20.27, 85.84)",20.361585,85.930989
GOVT SEC SCHOOL,ARUNACHAL PRADESH,GUWAHATI,BAMENG VIA- SEPPA DT - EAST KAMENG ARUNACHAL PRADESH,"(26.1722, 91.7458)",26.097836,91.71264
TINY TOTS CONVENT,UTTAR PRADESH,ALLAHABAD,"RASOOLPUR, MADIYAON","(25.4358, 81.8463)",25.378702,81.803448
RAINBOW ENGLISH SCHOOL,DELHI,DELHI,C-3 JANAKPURI NEW DELHI,"(28.61, 77.23)",28.67009,77.204709
ISHAQUE PATEL PUBLIC SCHOOL,MADHYA PRADESH,AJMER,IPPS BUILDING SAI KRIPA COLONY RING ROAD INDORE MADHYA PRADESH,"(26.4499, 74.6399)",26.352083,74.612854
BUDS GARDEN SCHOOL,JHARKHAND,PATNA,"DALUDIH, PO+PS-RAJGANJ, BAGHMARA, DHANBAD, JHARKHAND","(25.6, 85.1)",25.541755,85.130091
SOMERSET INTERNATIONAL SCHOOL,PUNJAB,PANCHKULA,"VILLAGE ABADAN, PO LAMBRA","(30.74, 76.8)",30.651882,76.877451
VIJAYA VIDHYALAYA SCHOOL,TAMILNADU,CHENNAI,"19 L&T BYE PASS ROAD, ONDIPUDUR, COIMBATORE, COIMBATORE","(13.0825, 80.275)",13.014252,80.358532
ARMY PUBLIC SCHOOL,JAMMU & KASHMIR,PANCHKULA,P.O. P T C UDHAMPUR JAMMU & KASHMIR,"(30.74, 76.8)",30.829498,76.826175
"BENCHMARK INTERNATIONAL SCHOOL,",KERALA,TRIVANDRUM,"ILLATHAPPADI ROAD, SOUTH ANNARA, TIRUR 676101","(8.5241, 76.9366)",8.558506,76.887744
GOVT GIRLS SR SEC SCHOOL,DELHI,DELHI,NICHOLSON ROAD DELHI,"(28.61, 77.23)",28.685133,77.245453
GLOBAL AGRA CONVENT  SCHOOL,UTTAR PRADESH,ALLAHABAD,"BADA GAON SHAMSHABAD ROAD,AGRA,UP","(25.4358, 81.8463)",25.465201,81.85005
GOVT MODEL HIGH SCHOOL,CHANDIGARH,PANCHKULA,MANI MAJRA CHANDIGARH,"(30.74, 76.8)",30.804425,76.72315
JBDIAMONDS & KARP IMPEX VIDYA SANKUL,GUJARAT,AJMER,"OPP.DIAMOND NAGAR, B/H THAKORDWAR FARM, SURAT- KAMREJ ROAD, LASKANA,","(26.4499, 74.6399)",26.44469,74.565286
DON BOSCO PUBLIC SCHOOL,UTTARAKHAND,DEHRADUN,PO DOGAON VIA KATHGODAM NAINITAL UTTARANCHAL,"(30.345, 78.029)",30.354551,78.029846
BASANT PUBLIC HIGH SCHOOL,HARYANA,PANCHKULA,DHANI BHALKHI,"(30.74, 76.8)",30.796161,76.802807
R R PUBLIC SCHOOL,UTTAR PRADESH,DEHRADUN,SEOHARA ROAD PO NOPUR BIJN UTTAR PRADESH,"(30.345, 78.029)",30.362054,77.955679
ATOMIC ENERGY CENTRAL SCHOOL NO 4,RAJASTHAN,AJMER,ANUKIRAN COLONY RAWATBHATA VIA KOTA (DISTT CHITTORGARH) RAJASTHAN,"(26.4499, 74.6399)",26.383642,74.594083
JAIN GLOBAL SCHOOL,KARNATAKA,CHENNAI,"JAIN GLOBAL SCHOOL #179/899, INDRA NAGAR,BANGARPET - 563114","(13.0825, 80.275)",13.124171,80.303331
M.P.MEMORIAL SCHOOL & HOSTEL,UTTAR PRADESH,ALLAHABAD,"CHITAIPUR, KANDWA, VARANASI, UP","(25.4358, 81.8463)",25.449773,81.755515
GOVT GIRLS SR SEC SCHOOL,DELHI,DELHI,TULSI NAGAR DELHI,"(28.61, 77.23)",28.621891,77.169077
HARYANA VIDYA MANDIR,WEST BENGAL,BHUBANESWAR,BA-193 SECTOR-1 SALT LAKE CITY CALCUTTA WEST BENGAL,"(20.27, 85.84)",20.241667,85.911079
MARIVANIOS BETHANY PUBLIC SCHOOL,KERALA,TRIVANDRUM,KOCHARA P.O. CHETTUKUZHY,"(8.5241, 76.9366)",8.518533,76.880491
SCHOLARS INTERNATIONAL SCHOOL,TELANGANA,CHENNAI,"89, ALAKAAPOOR TOWNSHIP,PUPPALAGUD(V), RAJENDRANAGAR(M),RANGA REDDY (DIST),AP-500089","(13.0825, 80.275)",13.14006,80.175489
EKLAVYA PUBLIC SCHOOL,UTTAR PRADESH,ALLAHABAD,"PIPE LINE ROAD, MURADNAGAR, MODINAGAR, GHAZIABAD","(25.4358, 81.8463)",25.368761,81.912343
MAHARISHI INTERNATIONAL RESIDENTIAL SCHOOL,TAMILNADU,CHENNAI,"SANTHAVELUR,SUNGUVARCHATIRAM,SRIPERUMBUDUR TALUK,KANCHEEPURAM DISTRICT,PIN :602106.","(13.0825, 80.275)",13.171191,80.223426
SATYA LAKSHYA EURO WORLD SCHOOL,RAJASTHAN,AJMER,"EKTA COLONEY,SHRIGANGA NAGAR","(26.4499, 74.6399)",26.535766,74.714735
"ST. GEORGE ENGLISH MEDIUM SCHOOL, DHAR",MADHYA PRADESH,AJMER,"NEAR RTO OFFICE, RATLAM ROAD, DISTT DHAR, MADHYA PRADESH","(26.4499, 74.6399)",26.351631,74.547233
THE TRIBHUVAN SCHOOL,BIHAR,PATNA,"PLOT NO. 328,331,332,333 ASHUPUR, KHAGOL, DANAPUR, PATNA BIHAR","(25.6, 85.1)",25.681669,85.126508
SPRINGDALES PUBLIC SCHOOL,HARYANA,PANCHKULA,BILASPUR BYE PAS ROAD JAGADHARI HARYANA,"(30.74, 76.8)",30.781033,76.863821
SKOMIYA ACADEMY,UTTAR PRADESH,ALLAHABAD,"PLOT NO. 1671, CANAL ROAD, BOODHPUR MACHHARIA, NAUBASTRA, KANPUR, UP- 208021","(25.4358, 81.8463)",25.524265,81.843037
S S D KRISHNA VATIKA SCHOOL,PUNJAB,PANCHKULA,BATHINDA GONIANA ROAD BHOKHRA BATHINDA PUNJAB,"(30.74, 76.8)",30.828082,76.730098
HOLY CROSS VIDYA SADAN,KERALA,TRIVANDRUM,THELLAKOM PO KOTTAYAM DISTT KERALA,"(8.5241, 76.9366)",8.600006,76.944608
SHIVALIK PUBLIC SCHOOL,PUNJAB,PANCHKULA,"MUKTSAR ROAD, TEH. JALALABAD, CHAK ARIAN WALA, DIST. FEROZEPUR","(30.74, 76.8)",30.772749,76.865736
KENDRIYA VIDYALAYA,ASSAM,GUWAHATI,"N F RAILWAY, RANGIA, DISTT. KAMRUP, ASSAM","(26.1722, 91.7458)",26.119842,91.807429
KENDRIYA VIDYALAYA NO 2,JAMMU & KASHMIR,PANCHKULA,JAMMU CANTT JAMMU & KASHMIR,"(30.74, 76.8)",30.669768,76.877211
SRI KRISHNA PUBLIC SCHOOL,HARYANA,PANCHKULA,"VILLAGE KHAJURI P.O.- NAGAL DISTT. YAMUNANAGAR(135001), HARYANA","(30.74, 76.8)",30.799101,76.85898
DR. A.K.PUBLIC SCHOOL,UTTAR PRADESH,ALLAHABAD,TAMSA MARG MEERANPUR AKBARPUR AMBEDKAR NAGAR,"(25.4358, 81.8463)",25.349868,81.775698
S R DAV PUBLIC SCHOOL,BIHAR,PATNA,CHUNAPURA ROAD CHUNAPUR AERODROME DISTT PURNEA BIHAR,"(25.6, 85.1)",25.501209,85.169125
BIBI SATWANT KAUR PUBLIC SCHOOL,PUNJAB,PANCHKULA,VPO MUSAHIBPUR TEHSIL MUKERIAN,"(30.74, 76.8)",30.773874,76.824051
JAYRAJI DEVI PUBLIC SCHOOL,UTTAR PRADESH,ALLAHABAD,"G.T. ROAD, JANGIGANJ, SANT RAVIDAS NAGAR BHADOHI-221310","(25.4358, 81.8463)",25.469326,81.861236
NEHRU WORLD SCHOOL,UTTAR PRADESH,ALLAHABAD,E BLOCK SHASTRI NAGAR GHAZIABAD UTTAR PRADESH,"(25.4358, 81.8463)",25.493915,81.906332
HINDU SENIOR SECONDARY SCHOOL,HARYANA,PANCHKULA,NEW COURT ROAD BEHIND PANCHAYAT ASHRAM SONIPAT HARYANA,"(30.74, 76.8)",30.819146,76.749095
GOVT SARVODAYA GIRLS SR SEC SCHOOL,DELHI,DELHI,MAYUR VIHAR PHASE I DELHI,"(28.61, 77.23)",28.678078,77.135279
KENDRIYA VIDYALAYA,HIMACHAL PRADESH,PANCHKULA,NADAUN DISTT HAMIRPUR HIMACHAL PRADESH,"(30.74, 76.8)",30.670937,76.757495
NANKANA SAHIB PUBLIC SENIOR SECONDARY SCHOOL BUDHEWAL,PUNJAB,PANCHKULA,V.PO. BUDHEWAL,"(30.74, 76.8)",30.789194,76.752842
ST.XAVIER HIGH SCHOOL,ODISHA,BHUBANESWAR,"NEW COLONY, RAYAGADA","(20.27, 85.84)",20.327739,85.918973
JAN PETER MEMORIAL SCHOOL,ANDHRA PRADESH,CHENNAI,"SURVEY NO 386,","(13.0825, 80.275)",13.130582,80.272244
MUNDLUR GANGAPPA MEMORIAL SCHOOL,KARNATAKA,CHENNAI,MGM SCHOOL COURT ROAD,"(13.0825, 80.275)",13.021101,80.365067
NEW R.S.J. PUBLIC SCHOOL,UTTAR PRADESH,ALLAHABAD,"USTAPUR-MAHMOODABAD, CHATNAG ROAD, JHUSI, ALLAHABAD","(25.4358, 81.8463)",25.48992,81.938188
"MALABAR ENGLISH SCHOOL, MATTANUR",KERALA,TRIVANDRUM,"MALABAR ENGLISH SCHOOL, MATTANUR, PO MATTANUR.","(8.5241, 76.9366)",8.451913,76.854433
SHRI TEKCHAND JAIN HIGHER SECONDARY SCHOOL AMBAH,MADHYA PRADESH,AJMER,USAIDGHAT ROAD AMBAH,"(26.4499, 74.6399)",26.38281,74.707458
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,BHUBANESWAR,"MELASNAU, BLOCK & TEHSIL- BHAIRAMGARH, DISTT- BIJAPUR, CHHATTISGARH","(20.27, 85.84)",20.359428,85.900749
NATIONAL ACADEMY,ASSAM,GUWAHATI,"RAIDONGIA, AIBHETI, NAGAON","(26.1722, 91.7458)",26.101724,91.729811
JEEVAN JYOTI SR. SEC. SCHOOL,HARYANA,PANCHKULA,"KRISHNA COLONY, ALIGARH ROAD, PALWAL","(30.74, 76.8)",30.700443,76.773672
SILVER STONE PUBLIC SCHOOL,UTTAR PRADESH,DEHRADUN,BAHJOI ROAD CHANDAUSI,"(30.345, 78.029)",30.40815,78.027443
"DAV ISPAT SENIOR SECONDARY PUBLIC SCHOOL,",CHATTISGARH,BHUBANESWAR,"RAJHARA MINES DIST BALOD, CHHATTISGARH","(20.27, 85.84)",20.348504,85.810888
RAJPUTANA RIFLES H M COED S S SCHOOL,DELHI,DELHI,DELHI CANTT NEW DELHI,"(28.61, 77.23)",28.559937,77.19201
SDR (EM) HIGH SCHOOL,ANDHRA PRADESH,CHENNAI,"UDUMALAPURAM (V), NANDYAL","(13.0825, 80.275)",13.068946,80.176139
KENDRIYA VIDYALAYA NO 3,MADHYA PRADESH,AJMER,7 TAGORE NAGAR UNIVERSITY ROAD THALPUR MORAR CANTT GWALIOR MADHYA PRADESH,"(26.4499, 74.6399)",26.468379,74.696759
MEERUT CITY PUBLIC SCHOOL,UTTAR PRADESH,DEHRADUN,SHIVSHAKTI NAGAR MEERUT UTTAR PRADESH,"(30.345, 78.029)",30.307547,77.986157
YADUVANSHI SHIKSHA NIKETAN,HARYANA,PANCHKULA,BADHRA ROAD,"(30.74, 76.8)",30.759066,76.734118
GOVERNMENT SECONDARY SCHOOL,SIKKIM,GUWAHATI,"MUKURUNG, P.O. DENTAM BAZAR, WEST SIKKIM","(26.1722, 91.7458)",26.182064,91.669476
GREEN FIELD ACADEMY,UTTAR PRADESH,ALLAHABAD,"LAKHIM PUR KHERI,","(25.4358, 81.8463)",25.37646,81.873781
"ST.JOHNS VISITATION PUBLIC SCHOOL,MUPPATHADAM.ALUVA",KERALA,TRIVANDRUM,MUPPATHADAM ALUVA.683110. KERALA.INDIA,"(8.5241, 76.9366)",8.459801,76.935172
WISDOM WORLD SCHOOL,HARYANA,PANCHKULA,"URBAN ESTATE, DISTRICT KURUKSHETRA, HARYANA","(30.74, 76.8)",30.743966,76.752112
NATIONAL  HIGH SCHOOL,WEST BENGAL,BHUBANESWAR,"42/1,HAZRA ROAD,KOLKATA","(20.27, 85.84)",20.351617,85.898632
GOVT SARVODAYA GIRLS SR SEC SCHOOL,DELHI,DELHI,JBAGH NEW DELHI,"(28.61, 77.23)",28.699471,77.155573
OXFORD INTERNATIONAL SCHOOL,PUNJAB,PANCHKULA,"OXFORD INTERNATIONAL SCHOOL, BRIDGE NO. 5,SOULI BOULI,SUJANPUR,DISTT AND TEH. PATHANKOT, PUNJAB PIN 145023","(30.74, 76.8)",30.824551,76.738491
GREEN LAND SCHOOL,MAHARASHTRA,CHENNAI,"ANAND NAGER , GREENLAND LANE","(13.0825, 80.275)",13.167019,80.231905
KENBRIDGE SCHOOL,KARNATAKA,CHENNAI,OPP NRUPATUNGA COLONY SHAHABAD ROAD GULBARGA,"(13.0825, 80.275)",13.050565,80.330691
ORDNANCE FACTORY SCHOOL,ODISHA,BHUBANESWAR,AT/PO BODMAL DT BOLANGIR ORISSA,"(20.27, 85.84)",20.285424,85.896314
MES CENTRAL SCHOOL,KERALA,TRIVANDRUM,KUNNUKARA P.O.,"(8.5241, 76.9366)",8.549545,76.859702
"SHEKHAWATI PUBLIC SCHOOL,",RAJASTHAN,AJMER,"MANDAWA ROAD, HETAMSAR, JHUNJHUNU RAJASTHAN.","(26.4499, 74.6399)",26.440427,74.641342
KATHERINE PUBLIC SCHOOL,KARNATAKA,CHENNAI,VIDYA NAGAR POST BANGALORE NORTH KARNATAKA.,"(13.0825, 80.275)",13.081689,80.196037
BLOOMING BUDS PUBLIC SCHOOL,UTTAR PRADESH,ALLAHABAD,MAU SHAMSHABAD PO DEVTAHA BALRAMPUR GONDA UTTAR PRADESH,"(25.4358, 81.8463)",25.399828,81.78143
INDIAN ENGLISH ACADEMY SCHOOL,FOREIGN SCHOOLS,DELHI,PO BOX 2150 SALMIYA KUWAIT,"(28.61, 77.23)",28.556019,77.229502
CENTRAL ACADEMY,UTTAR PRADESH,ALLAHABAD,"MUNDERA BAZAZR NEAR MOTI MANDIR,CHAURI CHAURA,GORAKHPUR","(25.4358, 81.8463)",25.442359,81.80122
DAV MUKHYAMANTRI PUBLIC SCHOOL,CHATTISGARH,BHUBANESWAR,JANAKPUR(BHAGWAN PUR) BLOCK & TEH BHARATPUR. DISTT-KIA,"(20.27, 85.84)",20.258149,85.936871
BISWANATH JNAN BHARATI SCHOOL,ASSAM,GUWAHATI,"MADHUPUR BISWANATH CHARIALI, SONITPUR","(26.1722, 91.7458)",26.08649,91.65585
M.S. EXCELLENCE EDUCATION,MADHYA PRADESH,AJMER,"WARD NO 1, SULTANPUR, GAUHARGANGUE, RAISEN","(26.4499, 74.6399)",26.548102,74.723676
HAPPY SCHOOL,DELHI,DELHI,PADAMCHAND MARG DARYAGANJ NEW DELHI,"(28.61, 77.23)",28.556075,77.294403
BIRLA ARYA GIRLS SR SEC SCHOOL,DELHI,DELHI,BIRLA LINES KAMLA NAGAR DELHI,"(28.61, 77.23)",28.570276,77.313442
WESTBERRY HIGH SCHOOL,ANDHRA PRADESH,CHENNAI,PEDA AMIRAM BHIMAVARAM KALLA WEST GODAVARI AP,"(13.0825, 80.275)",13.118852,80.2959
GANGA CENTRAL SCHOOL,KARNATAKA,CHENNAI,"SRI SIDDANAYAKA CIRCLE, DISTT CHITRADURGA, KARNATAKA","(13.0825, 80.275)",13.07865,80.203244
THE QUEST INTERNATIONAL SCHOOL,TAMILNADU,CHENNAI,"SF NO: 473/ 1B3B(P),PALANKARAI VILLAGE POST, AVINASHI","(13.0825, 80.275)",13.029179,80.349765
KENDRIYA  VIDYALAYA,RAJASTHAN,AJMER,"KOTA ROAD, BARAN RAJASTHAN","(26.4499, 74.6399)",26.480955,74.72711
"EURO SCHOOL,",GUJARAT,AJMER,"VIA THALTEJ HEBATPUR VILLAGE, AHMEDABAD","(26.4499, 74.6399)",26.509923,74.635071
B.L. CENTRAL PUBLIC SCHOOL,HIMACHAL PRADESH,PANCHKULA,P.O. KARSOG,"(30.74, 76.8)",30.652042,76.766908
MAHARANI LAXMI BAI NEO CONVENT PUBLIC SCHOOL,HARYANA,PANCHKULA,"VPO BHADANA, DISTT SONEPAT, HARYANA","(30.74, 76.8)",30.701558,76.724803
SANSKAR VIDYA,BIHAR,PATNA,"KNOWLEDGE CITY ,LEELA CHAK,NAVRATAN CHAK,DAUDNAGAR,AURANGABAD,BIHAR,PIN 824143","(25.6, 85.1)",25.517367,85.108855
GOVT SARVODAYA BOYS SR SEC SCHOOL,DELHI,DELHI,GULABI BAGH DELHI,"(28.61, 77.23)",28.610421,77.262303
DALHOUSIE PUBLIC SCHOOL,PUNJAB,PANCHKULA,"BADHANI VAI PATHANKOT, GURDASPUR, PUNJAB","(30.74, 76.8)",30.811034,76.823971
ST. THOMAS CENTRAL SCHOOL,KERALA,TRIVANDRUM,MUKKOLAKKAL TRIVANDRUM KERALA,"(8.5241, 76.9366)",8.505982,76.965189
GALAXY CONVENT SCHOOL,UTTAR PRADESH,DEHRADUN,"DEOBAND ROAD NEAR RUHANA SUGAR MILL, MUZAFFARNAGAR U.P.","(30.345, 78.029)",30.413372,78.060333
HOLY TRINITY SCHOOL,KERALA,TRIVANDRUM,KANJIKODE WEST PALGHAT KERALA,"(8.5241, 76.9366)",8.500879,77.010121
D A V PUBLIC SCHOOL,UTTAR PRADESH,ALLAHABAD,FEROJE GANDHI UNCHAHAR THERMAL POWER PROJECT UNCHAHAR RAEBARELI ( UTTAR PRADESH ),"(25.4358, 81.8463)",25.482116,81.920848
CENTRAL ACADEMY,RAJASTHAN,AJMER,"HIRAN MAGRI, SECTOR- 5, UDAIPUR, RAJASTHAN","(26.4499, 74.6399)",26.530725,74.588009
MOTHER INDIA CONVENT SCHOOL,HARYANA,PANCHKULA,MODEL TOWN RATIA FATEHABAD HARYANA,"(30.74, 76.8)",30.826561,76.88494
GOVT HR SEC SCHOOL,ARUNACHAL PRADESH,GUWAHATI,ALONG DT- WEST SIANG ARUNACHAL PRADESH,"(26.1722, 91.7458)",26.189796,91.683383
"DAV PUBLIC SCHOOL, MALIGHAT,MUZAFFARPUR",BIHAR,PATNA,"NEAR B.M.P-6 ,KANHAULI,BISHUNDUTT,MALIGHAT ,MUZAFFARPUR","(25.6, 85.1)",25.646825,85.033935
ST. ALOYSIUS SENIOR SECONDARY SCHOOL,MADHYA PRADESH,AJMER,SHAKTI MARG  JABALPUR MADHYA PRADESH,"(26.4499, 74.6399)",26.473245,74.601768
MAYO INTERNATIONAL SCHOOL,DELHI,DELHI,PS-5 INSTITUTIONAL AREA I P EXTENSION PATPARGANJ NEW DELHI,"(28.61, 77.23)",28.565691,77.19494
S F S PUBLIC SCHOOL,KERALA,TRIVANDRUM,ETTUMANOOR PO KOTTAYAM DISTT KERALA,"(8.5241, 76.9366)",8.544728,76.953985
MODERN SECULAR PUBLIC SCHOOL,PUNJAB,PANCHKULA,"MALERKOTLA-KHANNA ROAD, MALERKOTLA-148023, DISTT. SANGRUR (PB.)","(30.74, 76.8)",30.78443,76.723235
ST JOSEPH'S ACADEMY,DELHI,DELHI,"SAVITA VIHAR, DISTT EAST DELHI, DELHI","(28.61, 77.23)",28.535043,77.223734
KENDRIYA VIDYALAYA,CHATTISGARH,BHUBANESWAR,CHIRIMIRI P O SONAWANI KOREA DISTT CHHATTISGARH,"(20.27, 85.84)",20.270375,85.842079
